stock_code,sw_level1,sw_level2,sw_level2_code
000036,房地产,房地产开发,801181
000042,房地产,房地产开发,801181
000069,房地产,房地产开发,801181
000090,房地产,房地产开发,801181
000402,房地产,房地产开发,801181
000514,房地产,房地产开发,801181
000517,房地产,房地产开发,801181
000573,房地产,房地产开发,801181
000608,房地产,房地产开发,801181
000609,房地产,房地产开发,801181
000620,房地产,房地产开发,801181
000656,房地产,房地产开发,801181
000718,房地产,房地产开发,801181
000736,房地产,房地产开发,801181
000797,房地产,房地产开发,801181
000838,房地产,房地产开发,801181
000863,房地产,房地产开发,801181
000897,房地产,房地产开发,801181
000909,房地产,房地产开发,801181
000926,房地产,房地产开发,801181
000965,房地产,房地产开发,801181
001979,房地产,房地产开发,801181
002016,房地产,房地产开发,801181
002133,房地产,房地产开发,801181
002146,房地产,房地产开发,801181
002208,房地产,房地产开发,801181
002244,房地产,房地产开发,801181
002305,房地产,房地产开发,801181
002314,房地产,房地产开发,801181
600007,房地产,房地产开发,801181
600048,房地产,房地产开发,801181
600064,房地产,房地产开发,801181
600082,房地产,房地产开发,801181
600094,房地产,房地产开发,801181
600159,房地产,房地产开发,801181
600162,房地产,房地产开发,801181
600173,房地产,房地产开发,801181
600208,房地产,房地产开发,801181
600246,房地产,房地产开发,801181
600266,房地产,房地产开发,801181
600322,房地产,房地产开发,801181
600325,房地产,房地产开发,801181
600340,房地产,房地产开发,801181
600376,房地产,房地产开发,801181
600383,房地产,房地产开发,801181
600463,房地产,房地产开发,801181
600503,房地产,房地产开发,801181
600510,房地产,房地产开发,801181
600533,房地产,房地产开发,801181
600604,房地产,房地产开发,801181
600606,房地产,房地产开发,801181
600622,房地产,房地产开发,801181
600638,房地产,房地产开发,801181
600639,房地产,房地产开发,801181
600648,房地产,房地产开发,801181
600649,房地产,房地产开发,801181
600657,房地产,房地产开发,801181
600658,房地产,房地产开发,801181
600663,房地产,房地产开发,801181
600665,房地产,房地产开发,801181
600675,房地产,房地产开发,801181
600683,房地产,房地产开发,801181
600692,房地产,房地产开发,801181
600708,房地产,房地产开发,801181
600716,房地产,房地产开发,801181
600736,房地产,房地产开发,801181
600748,房地产,房地产开发,801181
600773,房地产,房地产开发,801181
600791,房地产,房地产开发,801181
600848,房地产,房地产开发,801181
600895,房地产,房地产开发,801181
601155,房地产,房地产开发,801181
601512,房地产,房地产开发,801181
601588,房地产,房地产开发,801181
600239,房地产,房地产开发,801181
600515,房地产,房地产开发,801181
000668,房地产,房地产开发,801181
000002,房地产,房地产开发,801181
000560,房地产,房地产服务,801183
001914,房地产,房地产服务,801183
002285,房地产,房地产服务,801183
002968,房地产,房地产服务,801183
300917,房地产,房地产服务,801183
603506,房地产,房地产服务,801183
002188,房地产,房地产服务,801183
600684,房地产,房地产服务,801183
600724,房地产,房地产服务,801183
600136,房地产,房地产服务,801183
600743,房地产,房地产服务,801183
000056,房地产,房地产服务,801183
002091,商贸零售,贸易Ⅱ,801202
600058,商贸零售,贸易Ⅱ,801202
600128,商贸零售,贸易Ⅱ,801202
600278,商贸零售,贸易Ⅱ,801202
600287,商贸零售,贸易Ⅱ,801202
600710,商贸零售,贸易Ⅱ,801202
600981,商贸零售,贸易Ⅱ,801202
601061,商贸零售,贸易Ⅱ,801202
002072,商贸零售,贸易Ⅱ,801202
002183,商贸零售,贸易Ⅱ,801202
000701,商贸零售,贸易Ⅱ,801202
000151,商贸零售,贸易Ⅱ,801202
000058,商贸零售,一般零售,801203
000061,商贸零售,一般零售,801203
000419,商贸零售,一般零售,801203
000501,商贸零售,一般零售,801203
000564,商贸零售,一般零售,801203
000715,商贸零售,一般零售,801203
000759,商贸零售,一般零售,801203
000785,商贸零售,一般零售,801203
002187,商贸零售,一般零售,801203
002251,商贸零售,一般零售,801203
002277,商贸零售,一般零售,801203
002344,商贸零售,一般零售,801203
002356,商贸零售,一般零售,801203
002419,商贸零售,一般零售,801203
002561,商贸零售,一般零售,801203
002697,商贸零售,一般零售,801203
002818,商贸零售,一般零售,801203
300947,商贸零售,一般零售,801203
600113,商贸零售,一般零售,801203
600280,商贸零售,一般零售,801203
600415,商贸零售,一般零售,801203
600605,商贸零售,一般零售,801203
600628,商贸零售,一般零售,801203
600655,商贸零售,一般零售,801203
600693,商贸零售,一般零售,801203
600694,商贸零售,一般零售,801203
600697,商贸零售,一般零售,801203
600712,商贸零售,一般零售,801203
600729,商贸零售,一般零售,801203
600778,商贸零售,一般零售,801203
600785,商贸零售,一般零售,801203
600790,商贸零售,一般零售,801203
600814,商贸零售,一般零售,801203
600824,商贸零售,一般零售,801203
600827,商贸零售,一般零售,801203
600828,商贸零售,一般零售,801203
600838,商贸零售,一般零售,801203
600857,商贸零售,一般零售,801203
600858,商贸零售,一般零售,801203
600859,商贸零售,一般零售,801203
600865,商贸零售,一般零售,801203
601010,商贸零售,一般零售,801203
601086,商贸零售,一般零售,801203
601116,商贸零售,一般零售,801203
601366,商贸零售,一般零售,801203
601828,商贸零售,一般零售,801203
601933,商贸零售,一般零售,801203
603123,商贸零售,一般零售,801203
603682,商贸零售,一般零售,801203
603708,商贸零售,一般零售,801203
605188,商贸零售,一般零售,801203
000679,商贸零售,一般零售,801203
000417,商贸零售,一般零售,801203
600327,商贸零售,一般零售,801203
603101,商贸零售,一般零售,801203
300972,商贸零售,一般零售,801203
000882,商贸零售,一般零售,801203
002177,商贸零售,一般零售,801203
600738,商贸零售,一般零售,801203
000007,商贸零售,一般零售,801203
002416,商贸零售,专业连锁Ⅱ,801204
300022,商贸零售,专业连锁Ⅱ,801204
300622,商贸零售,专业连锁Ⅱ,801204
300755,商贸零售,专业连锁Ⅱ,801204
301078,商贸零售,专业连锁Ⅱ,801204
603214,商贸零售,专业连锁Ⅱ,801204
000829,商贸零售,专业连锁Ⅱ,801204
002127,商贸零售,互联网电商,801206
002315,商贸零售,互联网电商,801206
002640,商贸零售,互联网电商,801206
002803,商贸零售,互联网电商,801206
003010,商贸零售,互联网电商,801206
300464,商贸零售,互联网电商,801206
300792,商贸零售,互联网电商,801206
301001,商贸零售,互联网电商,801206
603613,商贸零售,互联网电商,801206
605136,商贸零售,互联网电商,801206
301110,商贸零售,互联网电商,801206
300518,商贸零售,互联网电商,801206
300592,商贸零售,互联网电商,801206
600365,商贸零售,互联网电商,801206
600539,商贸零售,互联网电商,801206
301381,商贸零售,互联网电商,801206
301558,商贸零售,互联网电商,801206
002024,商贸零售,互联网电商,801206
600185,商贸零售,旅游零售Ⅱ,801207
601888,商贸零售,旅游零售Ⅱ,801207
600158,社会服务,体育Ⅱ,801216
002858,社会服务,体育Ⅱ,801216
003008,社会服务,专业服务,801218
300012,社会服务,专业服务,801218
300215,社会服务,专业服务,801218
300662,社会服务,专业服务,801218
300795,社会服务,专业服务,801218
300860,社会服务,专业服务,801218
300887,社会服务,专业服务,801218
300938,社会服务,专业服务,801218
300962,社会服务,专业服务,801218
301169,社会服务,专业服务,801218
600826,社会服务,专业服务,801218
603060,社会服务,专业服务,801218
603183,社会服务,专业服务,801218
301228,社会服务,专业服务,801218
301289,社会服务,专业服务,801218
300416,社会服务,专业服务,801218
300797,社会服务,专业服务,801218
600662,社会服务,专业服务,801218
301115,社会服务,专业服务,801218
688334,社会服务,专业服务,801218
002057,社会服务,专业服务,801218
301508,社会服务,专业服务,801218
603373,社会服务,专业服务,801218
600861,社会服务,专业服务,801218
688757,社会服务,专业服务,801218
301632,社会服务,专业服务,801218
002243,社会服务,专业服务,801218
301449,社会服务,专业服务,801218
002967,社会服务,专业服务,801218
000721,社会服务,酒店餐饮,801219
002186,社会服务,酒店餐饮,801219
301073,社会服务,酒店餐饮,801219
600258,社会服务,酒店餐饮,801219
600754,社会服务,酒店餐饮,801219
601007,社会服务,酒店餐饮,801219
605108,社会服务,酒店餐饮,801219
002306,社会服务,酒店餐饮,801219
000428,社会服务,酒店餐饮,801219
000524,社会服务,旅游及景区,801993
000796,社会服务,旅游及景区,801993
000888,社会服务,旅游及景区,801993
000978,社会服务,旅游及景区,801993
002033,社会服务,旅游及景区,801993
002059,社会服务,旅游及景区,801993
002159,社会服务,旅游及景区,801993
002707,社会服务,旅游及景区,801993
300144,社会服务,旅游及景区,801993
300859,社会服务,旅游及景区,801993
600054,社会服务,旅游及景区,801993
600138,社会服务,旅游及景区,801993
600593,社会服务,旅游及景区,801993
600706,社会服务,旅游及景区,801993
600749,社会服务,旅游及景区,801993
603099,社会服务,旅游及景区,801993
603199,社会服务,旅游及景区,801993
603136,社会服务,旅游及景区,801993
600576,社会服务,旅游及景区,801993
000610,社会服务,旅游及景区,801993
000558,社会服务,旅游及景区,801993
002627,社会服务,旅游及景区,801993
603402,社会服务,旅游及景区,801993
600250,社会服务,旅游及景区,801993
000430,社会服务,旅游及景区,801993
002607,社会服务,教育,801994
002659,社会服务,教育,801994
003032,社会服务,教育,801994
300192,社会服务,教育,801994
300338,社会服务,教育,801994
300359,社会服务,教育,801994
300688,社会服务,教育,801994
600661,社会服务,教育,801994
600730,社会服务,教育,801994
603377,社会服务,教育,801994
605098,社会服务,教育,801994
300010,社会服务,教育,801994
600880,社会服务,教育,801994
002093,社会服务,教育,801994
300050,社会服务,教育,801994
300492,社会服务,教育,801994
000526,社会服务,教育,801994
601328,银行,国有大型银行Ⅱ,801782
601398,银行,国有大型银行Ⅱ,801782
601658,银行,国有大型银行Ⅱ,801782
601939,银行,国有大型银行Ⅱ,801782
601988,银行,国有大型银行Ⅱ,801782
601288,银行,国有大型银行Ⅱ,801782
600000,银行,股份制银行Ⅱ,801783
600015,银行,股份制银行Ⅱ,801783
600016,银行,股份制银行Ⅱ,801783
600036,银行,股份制银行Ⅱ,801783
601166,银行,股份制银行Ⅱ,801783
601818,银行,股份制银行Ⅱ,801783
601916,银行,股份制银行Ⅱ,801783
601998,银行,股份制银行Ⅱ,801783
000001,银行,股份制银行Ⅱ,801783
002936,银行,城商行Ⅱ,801784
002948,银行,城商行Ⅱ,801784
002966,银行,城商行Ⅱ,801784
600919,银行,城商行Ⅱ,801784
600926,银行,城商行Ⅱ,801784
600928,银行,城商行Ⅱ,801784
601009,银行,城商行Ⅱ,801784
601169,银行,城商行Ⅱ,801784
601187,银行,城商行Ⅱ,801784
601229,银行,城商行Ⅱ,801784
601577,银行,城商行Ⅱ,801784
601665,银行,城商行Ⅱ,801784
601838,银行,城商行Ⅱ,801784
601963,银行,城商行Ⅱ,801784
601997,银行,城商行Ⅱ,801784
001227,银行,城商行Ⅱ,801784
002142,银行,城商行Ⅱ,801784
002839,银行,农商行Ⅱ,801785
002958,银行,农商行Ⅱ,801785
600908,银行,农商行Ⅱ,801785
601077,银行,农商行Ⅱ,801785
601128,银行,农商行Ⅱ,801785
601528,银行,农商行Ⅱ,801785
601825,银行,农商行Ⅱ,801785
601860,银行,农商行Ⅱ,801785
603323,银行,农商行Ⅱ,801785
002807,银行,农商行Ⅱ,801785
000686,非银金融,证券Ⅱ,801193
000712,非银金融,证券Ⅱ,801193
000728,非银金融,证券Ⅱ,801193
000750,非银金融,证券Ⅱ,801193
000776,非银金融,证券Ⅱ,801193
000783,非银金融,证券Ⅱ,801193
002500,非银金融,证券Ⅱ,801193
002670,非银金融,证券Ⅱ,801193
002673,非银金融,证券Ⅱ,801193
002736,非银金融,证券Ⅱ,801193
002797,非银金融,证券Ⅱ,801193
002926,非银金融,证券Ⅱ,801193
002939,非银金融,证券Ⅱ,801193
002945,非银金融,证券Ⅱ,801193
300059,非银金融,证券Ⅱ,801193
600030,非银金融,证券Ⅱ,801193
600095,非银金融,证券Ⅱ,801193
600109,非银金融,证券Ⅱ,801193
600155,非银金融,证券Ⅱ,801193
600369,非银金融,证券Ⅱ,801193
600621,非银金融,证券Ⅱ,801193
600864,非银金融,证券Ⅱ,801193
600906,非银金融,证券Ⅱ,801193
600909,非银金融,证券Ⅱ,801193
600918,非银金融,证券Ⅱ,801193
600958,非银金融,证券Ⅱ,801193
600999,非银金融,证券Ⅱ,801193
601066,非银金融,证券Ⅱ,801193
601099,非银金融,证券Ⅱ,801193
601108,非银金融,证券Ⅱ,801193
601162,非银金融,证券Ⅱ,801193
601198,非银金融,证券Ⅱ,801193
601211,非银金融,证券Ⅱ,801193
601236,非银金融,证券Ⅱ,801193
601375,非银金融,证券Ⅱ,801193
601377,非银金融,证券Ⅱ,801193
601456,非银金融,证券Ⅱ,801193
601555,非银金融,证券Ⅱ,801193
601688,非银金融,证券Ⅱ,801193
601696,非银金融,证券Ⅱ,801193
601788,非银金融,证券Ⅱ,801193
601878,非银金融,证券Ⅱ,801193
601881,非银金融,证券Ⅱ,801193
601901,非银金融,证券Ⅱ,801193
601990,非银金融,证券Ⅱ,801193
601995,非银金融,证券Ⅱ,801193
601136,非银金融,证券Ⅱ,801193
601059,非银金融,证券Ⅱ,801193
600061,非银金融,证券Ⅱ,801193
000166,非银金融,证券Ⅱ,801193
601319,非银金融,保险Ⅱ,801194
601336,非银金融,保险Ⅱ,801194
601601,非银金融,保险Ⅱ,801194
601628,非银金融,保险Ⅱ,801194
601318,非银金融,保险Ⅱ,801194
000532,非银金融,多元金融,801191
000563,非银金融,多元金融,801191
000567,非银金融,多元金融,801191
000617,非银金融,多元金融,801191
000987,非银金融,多元金融,801191
002423,非银金融,多元金融,801191
002647,非银金融,多元金融,801191
002961,非银金融,多元金融,801191
300773,非银金融,多元金融,801191
600053,非银金融,多元金融,801191
600120,非银金融,多元金融,801191
600318,非银金融,多元金融,801191
600390,非银金融,多元金融,801191
600643,非银金融,多元金融,801191
600816,非银金融,多元金融,801191
600830,非银金融,多元金融,801191
600901,非银金融,多元金融,801191
603093,非银金融,多元金融,801191
603300,非银金融,多元金融,801191
600927,非银金融,多元金融,801191
600517,非银金融,多元金融,801191
001236,非银金融,多元金融,801191
000935,非银金融,多元金融,801191
000415,非银金融,多元金融,801191
000652,综合,综合Ⅱ,801231
000753,综合,综合Ⅱ,801231
000833,综合,综合Ⅱ,801231
600051,综合,综合Ⅱ,801231
600620,综合,综合Ⅱ,801231
600770,综合,综合Ⅱ,801231
600805,综合,综合Ⅱ,801231
600881,综合,综合Ⅱ,801231
600689,综合,综合Ⅱ,801231
000025,综合,综合Ⅱ,801231
000421,综合,综合Ⅱ,801231
600673,综合,综合Ⅱ,801231
600682,综合,综合Ⅱ,801231
000523,综合,综合Ⅱ,801231
002316,综合,综合Ⅱ,801231
002420,综合,综合Ⅱ,801231
002575,综合,综合Ⅱ,801231
600458,综合,综合Ⅱ,801231
600807,综合,综合Ⅱ,801231
000632,综合,综合Ⅱ,801231
000672,建筑材料,水泥,801711
000789,建筑材料,水泥,801711
000877,建筑材料,水泥,801711
002233,建筑材料,水泥,801711
002302,建筑材料,水泥,801711
002596,建筑材料,水泥,801711
002671,建筑材料,水泥,801711
600326,建筑材料,水泥,801711
600425,建筑材料,水泥,801711
600449,建筑材料,水泥,801711
600585,建筑材料,水泥,801711
600678,建筑材料,水泥,801711
600801,建筑材料,水泥,801711
600802,建筑材料,水泥,801711
601992,建筑材料,水泥,801711
603616,建筑材料,水泥,801711
605122,建筑材料,水泥,801711
003037,建筑材料,水泥,801711
600668,建筑材料,水泥,801711
002205,建筑材料,水泥,801711
000401,建筑材料,水泥,801711
002080,建筑材料,玻璃玻纤,801712
002201,建筑材料,玻璃玻纤,801712
002613,建筑材料,玻璃玻纤,801712
300196,建筑材料,玻璃玻纤,801712
600176,建筑材料,玻璃玻纤,801712
600293,建筑材料,玻璃玻纤,801712
600586,建筑材料,玻璃玻纤,801712
600819,建筑材料,玻璃玻纤,801712
600876,建筑材料,玻璃玻纤,801712
601636,建筑材料,玻璃玻纤,801712
603256,建筑材料,玻璃玻纤,801712
603601,建筑材料,玻璃玻纤,801712
605006,建筑材料,玻璃玻纤,801712
301526,建筑材料,玻璃玻纤,801712
601112,建筑材料,玻璃玻纤,801712
000012,建筑材料,玻璃玻纤,801712
000619,建筑材料,装修建材,801713
000786,建筑材料,装修建材,801713
001212,建筑材料,装修建材,801713
002043,建筑材料,装修建材,801713
002066,建筑材料,装修建材,801713
002088,建筑材料,装修建材,801713
002225,建筑材料,装修建材,801713
002271,建筑材料,装修建材,801713
002333,建筑材料,装修建材,801713
002372,建筑材料,装修建材,801713
002392,建筑材料,装修建材,801713
002398,建筑材料,装修建材,801713
002457,建筑材料,装修建材,801713
002641,建筑材料,装修建材,801713
002652,建筑材料,装修建材,801713
002694,建筑材料,装修建材,801713
002718,建筑材料,装修建材,801713
002785,建筑材料,装修建材,801713
002791,建筑材料,装修建材,801713
300198,建筑材料,装修建材,801713
300234,建筑材料,装修建材,801713
300374,建筑材料,装修建材,801713
300599,建筑材料,装修建材,801713
300715,建筑材料,装修建材,801713
300737,建筑材料,装修建材,801713
301010,建筑材料,装修建材,801713
603038,建筑材料,装修建材,801713
603378,建筑材料,装修建材,801713
603737,建筑材料,装修建材,801713
603856,建筑材料,装修建材,801713
605318,建筑材料,装修建材,801713
688119,建筑材料,装修建材,801713
002247,建筑材料,装修建材,801713
301429,建筑材料,装修建材,801713
000055,建筑材料,装修建材,801713
002761,建筑装饰,房屋建设Ⅱ,801721
600170,建筑装饰,房屋建设Ⅱ,801721
600248,建筑装饰,房屋建设Ⅱ,801721
600491,建筑装饰,房屋建设Ⅱ,801721
600939,建筑装饰,房屋建设Ⅱ,801721
601668,建筑装饰,房屋建设Ⅱ,801721
601789,建筑装饰,房屋建设Ⅱ,801721
000628,建筑装饰,房屋建设Ⅱ,801721
002081,建筑装饰,装修装饰Ⅱ,801722
002375,建筑装饰,装修装饰Ⅱ,801722
002482,建筑装饰,装修装饰Ⅱ,801722
002620,建筑装饰,装修装饰Ⅱ,801722
002713,建筑装饰,装修装饰Ⅱ,801722
002789,建筑装饰,装修装饰Ⅱ,801722
002811,建筑装饰,装修装饰Ⅱ,801722
002822,建筑装饰,装修装饰Ⅱ,801722
002830,建筑装饰,装修装饰Ⅱ,801722
002856,建筑装饰,装修装饰Ⅱ,801722
002963,建筑装饰,装修装饰Ⅱ,801722
002989,建筑装饰,装修装饰Ⅱ,801722
300506,建筑装饰,装修装饰Ⅱ,801722
300621,建筑装饰,装修装饰Ⅱ,801722
601886,建筑装饰,装修装饰Ⅱ,801722
603030,建筑装饰,装修装饰Ⅱ,801722
603828,建筑装饰,装修装饰Ⅱ,801722
605287,建筑装饰,装修装饰Ⅱ,801722
002163,建筑装饰,装修装饰Ⅱ,801722
603137,建筑装饰,装修装饰Ⅱ,801722
600234,建筑装饰,装修装饰Ⅱ,801722
002047,建筑装饰,装修装饰Ⅱ,801722
000498,建筑装饰,基础建设,801723
002061,建筑装饰,基础建设,801723
002062,建筑装饰,基础建设,801723
002200,建筑装饰,基础建设,801723
002307,建筑装饰,基础建设,801723
002431,建筑装饰,基础建设,801723
002586,建筑装饰,基础建设,801723
002628,建筑装饰,基础建设,801723
002663,建筑装饰,基础建设,801723
002717,建筑装饰,基础建设,801723
002775,建筑装饰,基础建设,801723
002941,建筑装饰,基础建设,801723
300197,建筑装饰,基础建设,801723
300355,建筑装饰,基础建设,801723
300649,建筑装饰,基础建设,801723
300948,建筑装饰,基础建设,801723
300949,建筑装饰,基础建设,801723
300982,建筑装饰,基础建设,801723
301098,建筑装饰,基础建设,801723
600039,建筑装饰,基础建设,801723
600284,建筑装饰,基础建设,801723
600512,建筑装饰,基础建设,801723
600820,建筑装饰,基础建设,801723
600853,建筑装饰,基础建设,801723
601186,建筑装饰,基础建设,801723
601390,建筑装饰,基础建设,801723
601611,建筑装饰,基础建设,801723
601669,建筑装饰,基础建设,801723
601800,建筑装饰,基础建设,801723
601868,建筑装饰,基础建设,801723
603359,建筑装饰,基础建设,801723
603815,建筑装饰,基础建设,801723
603843,建筑装饰,基础建设,801723
603955,建筑装饰,基础建设,801723
605303,建筑装饰,基础建设,801723
603176,建筑装饰,基础建设,801723
600502,建筑装饰,基础建设,801723
001396,建筑装饰,基础建设,801723
002060,建筑装饰,基础建设,801723
000010,建筑装饰,基础建设,801723
000928,建筑装饰,专业工程,801724
002051,建筑装饰,专业工程,801724
002116,建筑装饰,专业工程,801724
002135,建筑装饰,专业工程,801724
002140,建筑装饰,专业工程,801724
002469,建筑装饰,专业工程,801724
002541,建筑装饰,专业工程,801724
002542,建筑装饰,专业工程,801724
002593,建筑装饰,专业工程,801724
002743,建筑装饰,专业工程,801724
003001,建筑装饰,专业工程,801724
300384,建筑装饰,专业工程,801724
300517,建筑装饰,专业工程,801724
300712,建筑装饰,专业工程,801724
301046,建筑装饰,专业工程,801724
600477,建筑装饰,专业工程,801724
600496,建筑装饰,专业工程,801724
600970,建筑装饰,专业工程,801724
601068,建筑装饰,专业工程,801724
601117,建筑装饰,专业工程,801724
601226,建筑装饰,专业工程,801724
601618,建筑装饰,专业工程,801724
603098,建筑装饰,专业工程,801724
603637,建筑装饰,专业工程,801724
603929,建筑装饰,专业工程,801724
603959,建筑装饰,专业工程,801724
605167,建筑装饰,专业工程,801724
605289,建筑装饰,专业工程,801724
605598,建筑装饰,专业工程,801724
300986,建筑装饰,专业工程,801724
000032,建筑装饰,专业工程,801724
002323,建筑装饰,专业工程,801724
605178,建筑装饰,专业工程,801724
603163,建筑装饰,专业工程,801724
601133,建筑装饰,专业工程,801724
601096,建筑装饰,专业工程,801724
000065,建筑装饰,专业工程,801724
002883,建筑装饰,工程咨询服务Ⅱ,801726
002949,建筑装饰,工程咨询服务Ⅱ,801726
003013,建筑装饰,工程咨询服务Ⅱ,801726
300284,建筑装饰,工程咨询服务Ⅱ,801726
300500,建筑装饰,工程咨询服务Ⅱ,801726
300564,建筑装饰,工程咨询服务Ⅱ,801726
300635,建筑装饰,工程咨询服务Ⅱ,801726
300668,建筑装饰,工程咨询服务Ⅱ,801726
300675,建筑装饰,工程咨询服务Ⅱ,801726
300732,建筑装饰,工程咨询服务Ⅱ,801726
300746,建筑装饰,工程咨询服务Ⅱ,801726
300778,建筑装饰,工程咨询服务Ⅱ,801726
300826,建筑装饰,工程咨询服务Ⅱ,801726
300844,建筑装饰,工程咨询服务Ⅱ,801726
300977,建筑装饰,工程咨询服务Ⅱ,801726
300983,建筑装饰,工程咨询服务Ⅱ,801726
300989,建筑装饰,工程咨询服务Ⅱ,801726
301024,建筑装饰,工程咨询服务Ⅱ,801726
301027,建筑装饰,工程咨询服务Ⅱ,801726
301038,建筑装饰,工程咨询服务Ⅱ,801726
301058,建筑装饰,工程咨询服务Ⅱ,801726
301091,建筑装饰,工程咨询服务Ⅱ,801726
301167,建筑装饰,工程咨询服务Ⅱ,801726
600629,建筑装饰,工程咨询服务Ⅱ,801726
603017,建筑装饰,工程咨询服务Ⅱ,801726
603018,建筑装饰,工程咨询服务Ⅱ,801726
603357,建筑装饰,工程咨询服务Ⅱ,801726
603458,建筑装饰,工程咨询服务Ⅱ,801726
603860,建筑装饰,工程咨询服务Ⅱ,801726
603909,建筑装饰,工程咨询服务Ⅱ,801726
301136,建筑装饰,工程咨询服务Ⅱ,801726
600667,建筑装饰,工程咨询服务Ⅱ,801726
301365,建筑装饰,工程咨询服务Ⅱ,801726
603153,建筑装饰,工程咨询服务Ⅱ,801726
600846,建筑装饰,工程咨询服务Ⅱ,801726
301505,建筑装饰,工程咨询服务Ⅱ,801726
600720,建筑装饰,工程咨询服务Ⅱ,801726
301390,建筑装饰,工程咨询服务Ⅱ,801726
603257,建筑装饰,工程咨询服务Ⅱ,801726
000779,建筑装饰,工程咨询服务Ⅱ,801726
002196,电力设备,电机Ⅱ,801731
002249,电力设备,电机Ⅱ,801731
002576,电力设备,电机Ⅱ,801731
002801,电力设备,电机Ⅱ,801731
002823,电力设备,电机Ⅱ,801731
002892,电力设备,电机Ⅱ,801731
003021,电力设备,电机Ⅱ,801731
300626,电力设备,电机Ⅱ,801731
300660,电力设备,电机Ⅱ,801731
300907,电力设备,电机Ⅱ,801731
301023,电力设备,电机Ⅱ,801731
600580,电力设备,电机Ⅱ,801731
603320,电力设备,电机Ⅱ,801731
603489,电力设备,电机Ⅱ,801731
603728,电力设备,电机Ⅱ,801731
603819,电力设备,电机Ⅱ,801731
603988,电力设备,电机Ⅱ,801731
301226,电力设备,电机Ⅱ,801731
301502,电力设备,电机Ⅱ,801731
603344,电力设备,电机Ⅱ,801731
603350,电力设备,电机Ⅱ,801731
002176,电力设备,电机Ⅱ,801731
600416,电力设备,电机Ⅱ,801731
603370,电力设备,电机Ⅱ,801731
301696,电力设备,电机Ⅱ,801731
000922,电力设备,电机Ⅱ,801731
002335,电力设备,其他电源设备Ⅱ,801733
002364,电力设备,其他电源设备Ⅱ,801733
002366,电力设备,其他电源设备Ⅱ,801733
002518,电力设备,其他电源设备Ⅱ,801733
002534,电力设备,其他电源设备Ⅱ,801733
002630,电力设备,其他电源设备Ⅱ,801733
002851,电力设备,其他电源设备Ⅱ,801733
300153,电力设备,其他电源设备Ⅱ,801733
300376,电力设备,其他电源设备Ⅱ,801733
300491,电力设备,其他电源设备Ⅱ,801733
300593,电力设备,其他电源设备Ⅱ,801733
300693,电力设备,其他电源设备Ⅱ,801733
300713,电力设备,其他电源设备Ⅱ,801733
300820,电力设备,其他电源设备Ⅱ,801733
300870,电力设备,其他电源设备Ⅱ,801733
600405,电力设备,其他电源设备Ⅱ,801733
600875,电力设备,其他电源设备Ⅱ,801733
601727,电力设备,其他电源设备Ⅱ,801733
688551,电力设备,其他电源设备Ⅱ,801733
002227,电力设备,其他电源设备Ⅱ,801733
600482,电力设备,其他电源设备Ⅱ,801733
301157,电力设备,其他电源设备Ⅱ,801733
600212,电力设备,其他电源设备Ⅱ,801733
688719,电力设备,其他电源设备Ⅱ,801733
301516,电力设备,其他电源设备Ⅱ,801733
688411,电力设备,其他电源设备Ⅱ,801733
301590,电力设备,其他电源设备Ⅱ,801733
002951,电力设备,其他电源设备Ⅱ,801733
301669,电力设备,其他电源设备Ⅱ,801733
002052,电力设备,其他电源设备Ⅱ,801733
600590,电力设备,其他电源设备Ⅱ,801733
002255,电力设备,其他电源设备Ⅱ,801733
002459,电力设备,光伏设备,801735
002506,电力设备,光伏设备,801735
002623,电力设备,光伏设备,801735
003022,电力设备,光伏设备,801735
300118,电力设备,光伏设备,801735
300274,电力设备,光伏设备,801735
300316,电力设备,光伏设备,801735
300393,电力设备,光伏设备,801735
300724,电力设备,光伏设备,801735
300751,电力设备,光伏设备,801735
300763,电力设备,光伏设备,801735
300776,电力设备,光伏设备,801735
300827,电力设备,光伏设备,801735
300842,电力设备,光伏设备,801735
600207,电力设备,光伏设备,801735
600438,电力设备,光伏设备,801735
600537,电力设备,光伏设备,801735
600732,电力设备,光伏设备,801735
601865,电力设备,光伏设备,801735
603212,电力设备,光伏设备,801735
603396,电力设备,光伏设备,801735
603628,电力设备,光伏设备,801735
603806,电力设备,光伏设备,801735
688303,电力设备,光伏设备,801735
688390,电力设备,光伏设备,801735
688408,电力设备,光伏设备,801735
688516,电力设备,光伏设备,801735
688556,电力设备,光伏设备,801735
688560,电力设备,光伏设备,801735
688599,电力设备,光伏设备,801735
688680,电力设备,光伏设备,801735
688032,电力设备,光伏设备,801735
688223,电力设备,光伏设备,801735
301266,电力设备,光伏设备,801735
688348,电力设备,光伏设备,801735
000821,电力设备,光伏设备,801735
002865,电力设备,光伏设备,801735
601012,电力设备,光伏设备,801735
001269,电力设备,光伏设备,801735
688147,电力设备,光伏设备,801735
688472,电力设备,光伏设备,801735
688429,电力设备,光伏设备,801735
002056,电力设备,光伏设备,801735
300080,电力设备,光伏设备,801735
600481,电力设备,光伏设备,801735
603185,电力设备,光伏设备,801735
603398,电力设备,光伏设备,801735
605117,电力设备,光伏设备,801735
688503,电力设备,光伏设备,801735
688717,电力设备,光伏设备,801735
300051,电力设备,光伏设备,801735
603381,电力设备,光伏设备,801735
